,mean,mean,mean,mean,mean,standard_deviation,standard_deviation,standard_deviation,standard_deviation,standard_deviation
max_buses,1,2,4,8,16,1,2,4,8,16
date,,,,,,,,,,
1998-02-01,2262.9,36353.9,75409.0,137355.0,201890.7,122925.57740216458,188091.96658753578,312625.20163999003,534026.5329987516,920920.2908703216
1998-03-01,2054.6,36235.2,75442.3,137297.7,202562.5,123176.9415598733,188508.90848846137,313361.4522149036,534905.4610406611,923158.5407042317
1998-04-01,1962.7,36135.4,75474.4,138132.8,203296.9,123502.78523899325,188921.43343328964,314051.3249384565,537005.1825052632,925741.9150973451
1998-05-01,1790.1,35811.4,75456.2,138001.7,203560.7,123813.4442542489,189075.10935498623,314710.13065987494,537913.8448469337,927785.3112332795
1998-06-01,1676.8,36024.3,75528.6,138130.8,203959.6,124108.45216521091,189708.07049549112,315444.8642924606,539238.4113438344,930073.3944438292
1998-07-01,1511.6,35795.7,75674.9,138633.5,204952.3,124325.15434867646,189982.9221986077,316234.9977776548,540885.3590977276,932679.3530234457
1998-08-01,1430.0,35538.2,75873.4,138946.4,204906.0,124551.8017399454,190209.80389372385,317234.0220276227,542317.5071753939,934420.5446591546
1998-09-01,1211.1,35666.8,75712.2,139271.7,205607.5,124754.17109522052,190740.1840484706,317684.48013391456,543789.578798035,936867.388568859
1998-10-01,1142.8,35573.8,75486.4,139309.0,205858.4,125143.04477925341,191207.26237532578,318237.3452319301,545041.8233183782,938848.7587312217
1998-11-01,959.9,35418.7,75897.9,139433.1,206667.9,125329.23430482342,191562.2290229296,319116.9033471555,546168.4799372707,941205.7312647727
1998-12-01,688.0,35108.0,47560.77777777778,139914.3,206872.8,125469.17201094104,191728.0767377474,325742.02155953785,548021.9688700748,943219.1199716944
1999-01-01,613.1,35242.2,47531.333333333336,140208.0,207559.0,125817.91567662815,192308.78237575226,326365.38098042813,549287.3163493057,946004.70956286
1999-02-01,339.0,35004.5,47434.22222222222,140272.3,207881.4,125956.781228942,192617.78351858148,327178.88146615523,550542.2169572769,947946.6348382464
1999-03-01,1642.6666666666667,35001.4,47179.0,140519.3,208049.2,133642.83143887666,193140.23927027165,327722.20885797474,552088.6030899287,949777.30022824
1999-04-01,1558.888888888889,34980.4,47321.666666666664,140686.6,209132.4,134006.37702031614,193467.822057887,328568.7708129,553337.8649911222,952931.5114084304
1999-05-01,1395.0,34808.8,47239.666666666664,141031.8,209263.4,134236.60817843245,193852.4269557186,329203.07136667176,554911.0565440595,954658.8796825341
1999-06-01,1130.0,34608.1,47182.88888888889,141574.9,209882.3,134392.92134725698,194219.78778032205,329903.90221034235,556581.5679960925,956947.7072978846
1999-07-01,957.8888888888889,34619.4,46913.333333333336,141434.7,210375.7,134719.7216979055,194655.91487271414,330449.20659346425,557552.445769713,959543.3442264838
1999-08-01,753.3333333333334,34509.4,46881.666666666664,141758.2,210917.4,134893.32332439587,195021.64365480625,331208.46783181734,558999.3689391786,961652.3854488054
1999-09-01,-6829.375,34351.2,46695.77777777778,142002.2,211462.6,142591.00160843402,195377.66640637306,331794.4323575133,560546.7225791065,963998.7087408595
1999-10-01,-7113.25,34257.0,46752.333333333336,142275.2,211993.9,142752.68271960024,195854.53964273247,332465.82044061314,561868.3691264747,966321.7272695524
1999-11-01,-7270.25,34236.1,46722.0,142471.8,212342.6,143010.84650648007,196218.6143845402,333321.43273610534,563272.8545426473,968503.0066871473
1999-12-01,-7433.75,22711.88888888889,82181.625,145234.44444444444,212947.2,143377.5473553752,205132.22271467035,338379.62472302676,598972.9030329984,970830.7989143227
